entropy,variance,dct_bias,edge_density,cc_b,cc_g,cc_r,edge_noise,edge_entropy,is_adv
6.700421512977332,835.7597991132179,101.43943125005683,0.2072704081632653,43.53509081939833,41.47883756814948,14.986071612452193,-5.769230769230769,0.02146382284869447,0
7.17787300980827,1448.4866093571504,91.37989628690485,1.9830197704081634,33.495318231994915,33.854144598195866,32.65053716980922,34.87437185929648,0.14048608781792596,0
5.632785817435694,2373.6029197743487,96.63463767944927,0.06377551020408163,30.75732485503994,33.134559238443764,36.10811590651629,81.25,0.007689378025582346,0
7.4199966277063565,6725.038274870158,95.38356542868506,1.797672193877551,32.52115721429841,32.87047860980599,34.608364175895595,59.09090909090909,0.12992451769239086,0
7.4639965962799515,2067.2367928026874,97.20996124109298,0.7473692602040816,25.486017443154662,38.041722867440534,36.4722596894048,38.4,0.06353575530904662,0
6.696938955945657,819.1493923134835,28.07680123724517,0.2610809948979592,43.4158032051229,41.38610934232137,15.198087452555727,9.923664122137405,0.026165790403357866,1
7.264518764984563,8266.572098843026,95.0649361784292,0.7214604591836734,32.5163344448216,34.70455861163302,32.77910694354537,35.91160220994475,0.061701767306644076,0
7.175571499082608,1429.2925810951165,20.56223669842965,3.4299266581632653,33.49560820706049,33.84853118276286,32.65586061017665,77.74549680418362,0.21551409035709246,1
6.622916298584319,715.7798995606393,100.46932916195493,0.1913265306122449,30.247848318906716,32.59096844941737,37.16118323167591,10.416666666666668,0.020033918445289074,0
7.7203438939533635,3405.693636679762,107.71045723165409,0.3607302295918367,33.35994857124324,33.98857961137882,32.65147181737794,-88.39779005524862,0.03446760658109221,0
5.8117727388453,2366.384404875943,29.64035870391057,0.10164221938775511,30.74631443969601,33.133565654364695,36.1201199059393,82.35294117647058,0.011571200397483805,1
7.532237411488991,2546.947636487416,88.73006249527376,1.9610969387755102,40.56760367163441,34.80244560793032,24.62995072043527,10.16260162601626,0.13925064279661073,0
7.660560511809234,2832.116129424312,90.50455542068909,0.9127869897959183,30.96182025775265,33.94229349457408,35.09588624767328,58.73362445414847,0.07495438546410983,0
7.44261727705002,6624.901026912007,31.777946190947418,2.43343431122449,32.527140220596955,32.87193950867395,34.60092027072909,80.50778050778051,0.16512943920962717,1
7.601231796954391,5147.688882220321,91.39390449230048,3.3342633928571432,28.63595511970132,33.69012314722471,37.673921733073975,46.084877465630605,0.21088748049714703,0
7.21443689322294,1549.9128879033124,31.07793579711174,0.03188775510204082,30.89781388584757,33.193279926175805,35.908906187976626,106.25,0.0041636399359120295,1
7.045772518903488,1821.2497589412735,95.21029704768011,0.41653380102040816,34.14365049420346,32.50744790029263,33.3489016055039,-46.411483253588514,0.03893356814968123,0
5.964581696738741,6226.645807109924,92.57034726261234,0.07573341836734694,32.2915840680623,32.88137595368632,34.82703997825137,105.26315789473684,0.008943307067792531,0
7.422412397960582,1884.1679385440275,5.038578269126962,5.773676658163265,25.95112608140774,37.75817603737598,36.290697881216275,123.54159475319295,0.3183944295535519,1
7.719091962402815,3224.5453555253775,101.37995901014428,0.8071588010204082,28.37289436226076,32.67531826868232,38.95178736905692,71.85185185185186,0.06771891738115393,0
7.496951873583472,7511.32946792621,4.801170034360842,4.67155612244898,32.55698950686946,34.64587375570068,32.79713673742986,127.47440273037543,0.27227756202014464,1
6.749342340078038,1946.6296013600834,100.60296244176897,0.09167729591836735,25.835158412578462,32.289192423760724,41.87564916366082,-100.0,0.010573308854505751,0
6.614095579610864,702.5482271139707,33.147372695776895,0.22520727040816327,30.28364510853197,32.59773105738348,37.11862383408455,71.68141592920354,0.02305131576318935,1
7.678489635717449,2705.0909405462303,92.72668467073953,1.584422831632653,31.83557352421164,33.63731577437662,34.52711070141174,11.069182389937108,0.11742322060357015,0
7.711786691582391,3340.741930896808,27.77537316323347,0.4145408163265306,33.360470296074666,33.97835941217667,32.66117029174866,-39.42307692307692,0.03877602669107405,1
7.2366790637225025,1763.2309067998565,96.83690423318043,1.7279177295918366,36.93477819068009,24.971690074183083,38.09353173513682,36.90888119953864,0.12587846088647334,0
7.523726766674063,2501.161194450885,32.49075084692629,2.0049426020408165,40.50857005629737,34.79013139239619,24.701298551306436,34.29423459244533,0.14171796546932958,1
6.522905735620544,665.2791966152608,100.13956535786718,0.1953125,27.19253972264046,34.88005931845414,37.9274009589054,-61.224489795918366,0.020393135236084953,0
7.1196117412573825,1903.6977100745835,99.91724781398496,2.6526626275510203,43.794342281004276,29.62576618714103,26.57989153185469,13.974455296769348,0.1766621221638045,0
7.620765323645296,2592.7253120402365,5.113211377671884,7.643096301020408,31.110241220379013,33.90076273688553,34.98899604273545,116.32333767926988,0.38947688861907587,1
6.9583085573531225,1160.3332365350843,89.37519165341753,1.0144292091836735,43.466387919960944,34.016830566115495,22.516781513923554,63.0648330058939,0.08174818977046908,0
7.625792999704447,4986.459941998763,20.33901679945186,5.129942602040816,28.728323958741527,33.6827259987921,37.58895004246638,93.47319347319348,0.2918913902743355,1
7.284187854679151,3399.7189715399463,98.32219370498656,1.4847735969387754,20.648174161316344,32.17864799503004,47.17317784365361,-22.684563758389263,0.11144034284613887,0
7.688867879304669,3378.5375574860022,97.37200968931356,2.481265943877551,6.713891583599127,34.642410703331464,58.64369771306941,65.38152610441767,0.16766972010487688,0
7.067715542017368,1701.302469535565,4.860216512934771,2.4693080357142856,34.123538416100274,32.52839730178793,33.34806428211179,97.0137207425343,0.1670359388300714,1
7.324586047895374,3556.742701356476,99.73737402858514,0.21723533163265307,29.38278905282275,37.11328589388977,33.50392505328749,-59.63302752293578,0.02234841581401705,0
7.721332801144577,3164.8619776356227,30.260972734172285,1.0841836734693877,28.420976777182556,32.6809524657884,38.89807075702904,96.32352941176471,0.08632371122092718,1
6.504349031461556,6549.751178941498,95.72321162997669,2.9097576530612246,32.1709612756762,26.966202015160828,40.862836709162984,64.24657534246575,0.18984586275964643,0
6.8447018425055,1785.850604621869,5.505313231953825,2.210220025510204,26.208272970254836,32.34711738412943,41.444609645615735,92.42560865644724,0.15308644953113054,1
7.623818933683549,2788.7862673608824,92.78163133590084,0.8510044642857142,35.09402692549784,35.751328677661796,29.15464439684036,27.166276346604217,0.07074533240848063,0
7.667751172368791,2649.1658680826245,30.87785851563348,2.1285076530612246,31.85427641900484,33.63001908170604,34.51570449928913,48.68913857677903,0.14859633208573605,1
7.781229668662343,5070.059518599474,91.11984491043339,3.6292251275510203,38.76791227762127,31.415133058194115,29.816954664184614,61.61449752883031,0.22502603114211242,0
7.4409041823338775,2560.644271561004,96.91110282259746,2.654655612244898,31.676199703033564,33.600900495557,34.72289980140944,62.16216216216216,0.17676569900972428,0
7.224000503403147,1615.1042842996242,5.133308641001824,13.899075255102042,36.71588432799003,25.480279973719284,37.80383569829068,140.36420992256956,0.5815895686736676,1
6.32127347651431,487.89704403127865,110.07548823463192,1.3034119897959182,1.1402650688632276,22.43743707331762,76.42229785781916,23.547400611620795,0.1002951388472579,0
6.54024299125116,629.8379303258239,5.712783581915921,1.0064572704081631,27.450946434181223,34.818450802592565,37.73060276322621,68.9108910891089,0.08122090821077993,1
7.276564403574783,1957.5153190675676,96.21499746971412,3.4080038265306123,39.68394613028682,33.74511120228749,26.570942667425694,35.49707602339181,0.21445738559777913,0
5.943126923445178,7624.77423872174,98.46271309207486,0.04982461734693878,33.42141733007213,33.27735044687372,33.30123222305415,96.0,0.006184824032845104,0
7.180348016642953,1745.2611764144203,4.836026311934359,17.92091836734694,43.01672893073753,29.903808497401325,27.079462571861146,150.31138790035587,0.678343974681456,1
7.348247578239426,7605.126626056002,92.28196861809872,0.40258290816326525,33.98907549468015,33.35319597022618,32.65772853509366,20.792079207920793,0.03782783932671668,0
6.9367704682425675,1086.7158167754556,4.830097169393425,3.9799904336734695,43.00380858517753,33.99396409984358,23.00222731497888,106.00901352028043,0.24137400464222783,1
6.469418053194058,2017.8562737631719,99.4139325644399,2.9237085459183674,22.117298989890266,38.80085801037312,39.081842999736615,38.99113837764144,0.19055133133519347,0
7.365245446233845,2905.716815559124,3.0195844570554966,34.3929368622449,21.902587517264752,32.29488340847075,45.8025290742645,170.4062119719534,0.9285292999662768,1
7.65424398093667,2965.6275953855243,94.49197435374562,1.5864158163265307,37.84067294372372,42.066022099413395,20.09330495686288,-5.025125628140704,0.11754192149241507,0
7.701759436420987,3091.187656996682,5.564183847119172,13.480548469387754,8.362763561751475,34.567263330457244,57.069973107791284,146.00827912477823,0.5704714756711224,1
7.621687491421151,3230.587828337771,89.9977989016886,3.611288265306122,18.7397047780458,40.35612500466563,40.90417021728857,54.35982339955849,0.22417679828618664,0
7.528644041460671,2159.01934595844,90.31229717296809,1.8255739795918366,28.812683793930518,33.41717884162482,37.77013736444467,47.48908296943232,0.13153171963842467,0
7.4806997348976,3128.5356392178414,3.4999163551865444,4.7612404336734695,29.69199812200875,36.82687872403556,33.481123153955686,133.57053160318125,0.27616671515746755,1
7.209867702492688,1466.968035677644,96.89493200732142,1.4050542091836735,29.706667586436808,36.39963941073691,33.89369300282628,34.326241134751776,0.10658379160717654,0
7.036657214366157,5923.05243730793,5.202863514048953,13.478555484693878,32.25262459844096,27.390397903831555,40.356977497727485,151.16072748780127,0.5704180184686535,1
7.107385573375065,1591.9040149703299,99.75001803187486,0.14548788265306123,35.11541266780366,44.540163986615674,20.344423345580662,-17.80821917808219,0.015809484914708637,0
7.781149654371482,5554.517483654995,99.85148964635738,0.6238042091836734,34.88268005453175,35.108259882709916,30.00906006275834,-62.61980830670927,0.05466319467295804,0
7.585804701375636,2556.2603036827736,5.194189730889755,6.584821428571429,35.01973989631209,35.630493402797306,29.349766700890605,116.55569007263922,0.350235400833289,1
7.6252745769673265,4524.098028310458,93.51061072589303,2.401546556122449,33.27482880706157,33.59189106649454,33.13328012644389,49.54356846473029,0.1634282112272625,0
7.771382687405815,4293.347907794098,2.9039837063611276,20.05341198979592,38.30163964932696,31.58468061666366,30.11367973400938,148.80739415623137,0.7229950493598016,1
7.555325537095322,5952.533822170349,90.56190472516434,1.5246332908163265,30.350334686821363,34.38921535854567,35.26044995463297,46.928104575163395,0.11384489718400305,0
6.322561429355475,478.9969538792217,30.75068010955819,2.708466198979592,1.6411200239963033,22.612649554273865,75.74623042172983,98.01324503311258,0.1795539443054026,1
7.632370483105581,3410.4795320217686,92.11406895459737,1.2794961734693877,33.79422670942631,33.049021521218,33.15675176935569,-9.345794392523365,0.09879893492043199,0
7.2746556690160125,1918.4095162956082,30.324006565549873,4.862882653061225,39.59275440855619,33.73887071033735,26.66837488110646,81.72131147540983,0.28054350894374547,1
6.772961261029166,751.3625909308046,86.86369300228138,7.665019132653061,20.878831090975023,36.479204408664,42.64196450036098,70.48881955278212,0.3902645216731601,0
6.182030242166015,7502.380670014679,28.264371164061476,0.18136160714285715,33.420572314003174,33.27719118077558,33.30223650522125,107.6923076923077,0.01913056859300882,1
7.168637686439907,1885.416303158537,96.61442951021645,0.6118463010204082,26.198634516953273,35.29369604408154,38.50766943896519,65.79804560260585,0.053786719827463816,0
7.393785924264872,1837.1842315051638,91.05422823767063,0.40856186224489793,29.98797824670613,34.27100213810645,35.741019615187426,62.4390243902439,0.03830256677730844,0
7.417000692097582,7444.586761064466,30.50882539894028,0.665656887755102,33.98367814068431,33.35324473209,32.663077127225684,6.287425149700598,0.057705051416336084,1
7.258786408608972,1647.0805544823243,110.41289187896652,0.2730389030612245,29.456792373616715,33.65020251893396,36.89300510744932,61.31386861313869,0.027187579686150595,0
6.467714160935959,1975.1125338027468,30.990683696060312,5.359135841836735,22.384259734392327,38.67182255524034,38.94391771036733,100.26031982149497,0.3014612064605614,1
7.764156986298241,4098.5136181131875,93.21252206455574,2.1464445153061225,35.299240599163426,35.23266451671284,29.46809488412374,63.97400185701021,0.149585869411345,0
6.398079736206495,1389.7701875860496,4.018486491293215,0.16541772959183673,26.810443879070107,35.56499963484558,37.62455648608431,37.34939759036144,0.017668551485846663,1
7.505065769200251,2207.40232395316,92.1415519512892,4.80110012755102,23.948607935330244,34.216134676633324,41.83525738803643,53.88127853881278,0.2778869859530769,0
7.639547013124586,2892.468938599122,25.011863231151054,1.975047831632653,37.773285854365454,41.936034734072955,20.290679411561594,50.8577194752775,0.1400372498727518,1
6.861685057808575,1552.994816994307,97.39600888643086,0.47831632653061223,39.36893705308589,36.03409248653795,24.596970460376166,94.16666666666667,0.043751873973632026,0
